[ILPcarry, ILPblock, ILPjit, inflation, Trinity, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTcarry, CTblock, CTjit, CTmix]
input/30Tasks_300_3_S.npy
[ {'shared-R': 0.31820415106657274, 'deadline': 3.793291450775094, 'period': 3.793291450775094, 'exclusive-R': 1.394418494722995}
 {'shared-R': 1.4275454739982008, 'deadline': 2.730804488738137, 'period': 2.730804488738137, 'exclusive-R': 0.543993353107481}
 {'shared-R': 21.285595292246384, 'deadline': 32.37376356283125, 'period': 32.37376356283125, 'exclusive-R': 3.9739292834564734}
 {'shared-R': 0.5761637890664986, 'deadline': 8.345365957443885, 'period': 8.345365957443885, 'exclusive-R': 2.743962073014526}
 {'shared-R': 0.8607898669444202, 'deadline': 12.13709701504186, 'period': 12.13709701504186, 'exclusive-R': 3.852989503192749}
 {'shared-R': 6.120563800444937, 'deadline': 8.217109332325595, 'period': 8.217109332325595, 'exclusive-R': 0.9043059491364742}
 {'shared-R': 23.872047312224794, 'deadline': 40.411788709842924, 'period': 40.411788709842924, 'exclusive-R': 5.126239559991668}
 {'shared-R': 3.6149126287032467, 'deadline': 5.417638351351061, 'period': 5.417638351351061, 'exclusive-R': 0.6615859851455743}
 {'shared-R': 14.044379495683165, 'deadline': 20.17804471970569, 'period': 20.17804471970569, 'exclusive-R': 2.473382966841904}
 {'shared-R': 1.6717521177162362, 'deadline': 2.7107407713255736, 'period': 2.7107407713255736, 'exclusive-R': 0.44954068946009035}
 {'shared-R': 27.027731086166547, 'deadline': 70.07101512820687, 'period': 70.07101512820687, 'exclusive-R': 18.25094677409595}
 {'shared-R': 0.6705251130922096, 'deadline': 8.331051428379187, 'period': 8.331051428379187, 'exclusive-R': 3.2032162154077497}
 {'shared-R': 71.24428711314793, 'deadline': 81.38716618396657, 'period': 81.38716618396657, 'exclusive-R': 4.380079274657392}
 {'shared-R': 0.8757083000444226, 'deadline': 2.2172968190673696, 'period': 2.2172968190673696, 'exclusive-R': 0.45339677718597987}
 {'shared-R': 10.639825620355378, 'deadline': 48.750429802687, 'period': 48.750429802687, 'exclusive-R': 14.44387700076033}
 {'shared-R': 1.1354801705975974, 'deadline': 5.168197367001995, 'period': 5.168197367001995, 'exclusive-R': 1.2566473711934267}
 {'shared-R': 7.911197085931967, 'deadline': 33.411697341711736, 'period': 33.411697341711736, 'exclusive-R': 10.961590949559595}
 {'shared-R': 7.8136426652960065, 'deadline': 9.227014368660667, 'period': 9.227014368660667, 'exclusive-R': 0.431994959429152}
 {'shared-R': 2.1962165404645155, 'deadline': 12.378565924990431, 'period': 12.378565924990431, 'exclusive-R': 3.90473663188832}
 {'shared-R': 2.188788867348602, 'deadline': 3.324482411352304, 'period': 3.324482411352304, 'exclusive-R': 0.4059203320817415}
 {'shared-R': 6.02366662306538, 'deadline': 27.206306941719653, 'period': 27.206306941719653, 'exclusive-R': 8.344205414739157}
 {'shared-R': 2.7605167444209107, 'deadline': 8.844575428188268, 'period': 8.844575428188268, 'exclusive-R': 2.5580206276784327}
 {'shared-R': 5.8435446714135635, 'deadline': 49.53855789035651, 'period': 49.53855789035651, 'exclusive-R': 17.92201666347046}
 {'shared-R': 1.587352735707112, 'deadline': 2.5044139114247197, 'period': 2.5044139114247197, 'exclusive-R': 0.405034812955842}
 {'shared-R': 57.883075179920205, 'deadline': 79.25260941666792, 'period': 79.25260941666792, 'exclusive-R': 9.461416629071422}]
total utili:13.5
total utili+exclusive:19.8055222077
[ {'shared-R': 4.738990181206347, 'deadline': 9.646858834515829, 'period': 9.646858834515829, 'exclusive-R': 2.0596010623684693}
 {'shared-R': 1.7795434780643435, 'deadline': 19.72131159624642, 'period': 19.72131159624642, 'exclusive-R': 7.645685407936719}
 {'shared-R': 0.6648582738059221, 'deadline': 3.4197171563219526, 'period': 3.4197171563219526, 'exclusive-R': 0.9448468899053425}
 {'shared-R': 2.7095326486909226, 'deadline': 40.56891315167993, 'period': 40.56891315167993, 'exclusive-R': 14.710486063301921}
 {'shared-R': 1.4820901925476084, 'deadline': 2.57126427902295, 'period': 2.57126427902295, 'exclusive-R': 0.48957680636968015}
 {'shared-R': 48.10923271117114, 'deadline': 71.71240179343249, 'period': 71.71240179343249, 'exclusive-R': 7.890408707798336}
 {'shared-R': 1.0751818194670835, 'deadline': 3.2835028645464135, 'period': 3.2835028645464135, 'exclusive-R': 0.7390843544961003}
 {'shared-R': 15.180455334159202, 'deadline': 26.8705645789986, 'period': 26.8705645789986, 'exclusive-R': 4.965961855543714}
 {'shared-R': 4.332859430379084, 'deadline': 8.070831804476285, 'period': 8.070831804476285, 'exclusive-R': 1.524978823856973}
 {'shared-R': 15.078415008826031, 'deadline': 19.905183662546793, 'period': 19.905183662546793, 'exclusive-R': 2.1252752948948017}
 {'shared-R': 3.233545639376777, 'deadline': 9.558920282880296, 'period': 9.558920282880296, 'exclusive-R': 2.1150123821029707}
 {'shared-R': 2.3278660906123645, 'deadline': 34.125169437864834, 'period': 34.125169437864834, 'exclusive-R': 11.36231654312163}
 {'shared-R': 7.141803084748505, 'deadline': 7.234336452907594, 'period': 7.234336452907594, 'exclusive-R': 0.03988124003498146}
 {'shared-R': 46.220113797166846, 'deadline': 53.55694155862365, 'period': 53.55694155862365, 'exclusive-R': 2.648522997998276}
 {'shared-R': 2.7474348536198954, 'deadline': 6.954424496325846, 'period': 6.954424496325846, 'exclusive-R': 1.3147920231425554}
 {'shared-R': 9.321216949405795, 'deadline': 17.687722320398322, 'period': 17.687722320398322, 'exclusive-R': 2.7079074491509116}
 {'shared-R': 1.6700630148026838, 'deadline': 7.652236479647462, 'period': 7.652236479647462, 'exclusive-R': 2.150822386085388}
 {'shared-R': 13.913058758500952, 'deadline': 23.953870093618637, 'period': 23.953870093618637, 'exclusive-R': 4.453442664349016}
 {'shared-R': 1.8389414087509754, 'deadline': 3.962584667418451, 'period': 3.962584667418451, 'exclusive-R': 0.8875199391583268}
 {'shared-R': 5.01241744405547, 'deadline': 26.07527091445896, 'period': 26.07527091445896, 'exclusive-R': 8.66948400704701}
 {'shared-R': 4.640856844263962, 'deadline': 8.138800050484555, 'period': 8.138800050484555, 'exclusive-R': 1.3209144560199646}
 {'shared-R': 3.8432212085940876, 'deadline': 26.621061888143156, 'period': 26.621061888143156, 'exclusive-R': 7.060428164341458}
 {'shared-R': 0.028357916283770625, 'deadline': 2.5488654588698783, 'period': 2.5488654588698783, 'exclusive-R': 0.9408545061872691}
 {'shared-R': 14.425444121878147, 'deadline': 19.43871660778226, 'period': 19.43871660778226, 'exclusive-R': 2.1449794264709188}
 {'shared-R': 0.46961650050529385, 'deadline': 7.553636487992324, 'period': 7.553636487992324, 'exclusive-R': 2.61675278321784}
 {'shared-R': 50.266024590447046, 'deadline': 55.191744435615085, 'period': 55.191744435615085, 'exclusive-R': 1.9370243848325526}
 {'shared-R': 1.2521689513388605, 'deadline': 2.224285836802976, 'period': 2.224285836802976, 'exclusive-R': 0.3124655268504206}
 {'shared-R': 19.219580799778065, 'deadline': 55.83256827443754, 'period': 55.83256827443754, 'exclusive-R': 14.47306936447409}
 {'shared-R': 4.217326071578266, 'deadline': 9.95217833644495, 'period': 9.95217833644495, 'exclusive-R': 2.264685130775022}
 {'shared-R': 79.70485164981635, 'deadline': 97.50251432151613, 'period': 97.50251432151613, 'exclusive-R': 7.59663792538389}]
total utili:13.5
total utili+exclusive:19.7145992162
[ {'shared-R': 2.6221845285200707, 'deadline': 5.27445844988009, 'period': 5.27445844988009, 'exclusive-R': 0.9869419001333568}
 {'shared-R': 56.579299861557416, 'deadline': 64.33889134791542, 'period': 64.33889134791542, 'exclusive-R': 3.240633549632112}
 {'shared-R': 0.0885340406592747, 'deadline': 8.288703954356887, 'period': 8.288703954356887, 'exclusive-R': 2.9727442541637874}
 {'shared-R': 33.62891247317491, 'deadline': 81.36974709708524, 'period': 81.36974709708524, 'exclusive-R': 16.670104326368094}
 {'shared-R': 1.2515208692950475, 'deadline': 3.362590524194598, 'period': 3.362590524194598, 'exclusive-R': 0.7995782427099046}
 {'shared-R': 9.528728582614562, 'deadline': 66.77370141903131, 'period': 66.77370141903131, 'exclusive-R': 22.5314867621068}
 {'shared-R': 0.06904068582005955, 'deadline': 1.0782780337364963, 'period': 1.0782780337364963, 'exclusive-R': 0.38777029539667324}
 {'shared-R': 57.59388996246558, 'deadline': 67.17840373677659, 'period': 67.17840373677659, 'exclusive-R': 3.7734072124524047}
 {'shared-R': 1.1952127738444724, 'deadline': 7.071545690532068, 'period': 7.071545690532068, 'exclusive-R': 2.089950449163676}
 {'shared-R': 38.65190324423578, 'deadline': 96.54474163683217, 'period': 96.54474163683217, 'exclusive-R': 22.247228775777902}
 {'shared-R': 0.3967662417038106, 'deadline': 2.791857254854866, 'period': 2.791857254854866, 'exclusive-R': 0.9727286139066811}
 {'shared-R': 9.390194076553247, 'deadline': 11.264475350473921, 'period': 11.264475350473921, 'exclusive-R': 0.6007325130823523}
 {'shared-R': 2.7616165941485575, 'deadline': 3.7792918677060623, 'period': 3.7792918677060623, 'exclusive-R': 0.3325316255650741}
 {'shared-R': 12.827099993224941, 'deadline': 23.63491656554669, 'period': 23.63491656554669, 'exclusive-R': 3.902243197520201}
 {'shared-R': 3.6142563817656055, 'deadline': 5.430325748127103, 'period': 5.430325748127103, 'exclusive-R': 0.7734375634490914}
 {'shared-R': 30.602584226157155, 'deadline': 38.17553527741653, 'period': 38.17553527741653, 'exclusive-R': 2.483703897030768}
 {'shared-R': 0.3888455003076893, 'deadline': 3.063007232750909, 'period': 3.063007232750909, 'exclusive-R': 1.0514022072100817}
 {'shared-R': 19.664686386822577, 'deadline': 80.58303682472183, 'period': 80.58303682472183, 'exclusive-R': 21.146532641446544}
 {'shared-R': 7.779066600443228, 'deadline': 9.162227794096056, 'period': 9.162227794096056, 'exclusive-R': 0.5312390488101469}
 {'shared-R': 7.6293667288239355, 'deadline': 50.4285990138359, 'period': 50.4285990138359, 'exclusive-R': 16.717033812646566}
 {'shared-R': 6.943602898504264, 'deadline': 9.492768194094797, 'period': 9.492768194094797, 'exclusive-R': 0.9540082302687755}
 {'shared-R': 3.3300447147156893, 'deadline': 44.03886637963001, 'period': 44.03886637963001, 'exclusive-R': 16.525289366863163}
 {'shared-R': 1.0741089911877535, 'deadline': 6.175577581704838, 'period': 6.175577581704838, 'exclusive-R': 2.06868281014329}
 {'shared-R': 0.18256825742117092, 'deadline': 17.156782903400288, 'period': 17.156782903400288, 'exclusive-R': 5.622272335592373}
 {'shared-R': 5.299555212824302, 'deadline': 5.620592148201654, 'period': 5.620592148201654, 'exclusive-R': 0.11012777414700135}
 {'shared-R': 9.671273918462123, 'deadline': 24.548258015653808, 'period': 24.548258015653808, 'exclusive-R': 6.3795663991669604}
 {'shared-R': 0.14120115526072322, 'deadline': 1.086038069396566, 'period': 1.086038069396566, 'exclusive-R': 0.2892480243771496}
 {'shared-R': 20.156308772967613, 'deadline': 35.56477194217132, 'period': 35.56477194217132, 'exclusive-R': 5.936555059906387}
 {'shared-R': 2.126794699373061, 'deadline': 3.2851346822320715, 'period': 3.2851346822320715, 'exclusive-R': 0.39300183640028413}
 {'shared-R': 89.57782040466172, 'deadline': 95.95512135155352, 'period': 95.95512135155352, 'exclusive-R': 2.260581356205715}]
total utili:13.5
total utili+exclusive:19.6698113977
[ {'shared-R': 2.7567832822715346, 'deadline': 4.953599849748235, 'period': 4.953599849748235, 'exclusive-R': 0.8629856234551555}
 {'shared-R': 12.598880265411434, 'deadline': 31.384699124452695, 'period': 31.384699124452695, 'exclusive-R': 8.193493487700298}
 {'shared-R': 2.320275826106852, 'deadline': 7.6094995803680625, 'period': 7.6094995803680625, 'exclusive-R': 1.9467228690009464}
 {'shared-R': 44.85229163303494, 'deadline': 52.640109412499115, 'period': 52.640109412499115, 'exclusive-R': 2.578920493138958}
 {'shared-R': 0.5223195892799322, 'deadline': 9.604109587527644, 'period': 9.604109587527644, 'exclusive-R': 2.8304073923118973}
 {'shared-R': 12.994600022066122, 'deadline': 57.34785349345826, 'period': 57.34785349345826, 'exclusive-R': 16.591526372777416}
 {'shared-R': 1.9781355829403104, 'deadline': 2.999450141190219, 'period': 2.999450141190219, 'exclusive-R': 0.3374092676974837}
 {'shared-R': 14.048138238333879, 'deadline': 31.81387990570726, 'period': 31.81387990570726, 'exclusive-R': 6.255551468279719}
 {'shared-R': 0.6874265905920639, 'deadline': 3.0330754349626448, 'period': 3.0330754349626448, 'exclusive-R': 0.7902173832180028}
 {'shared-R': 46.15874080459117, 'deadline': 84.79284730672407, 'period': 84.79284730672407, 'exclusive-R': 16.932926267075587}
 {'shared-R': 1.4928031253919722, 'deadline': 1.956797592839807, 'period': 1.956797592839807, 'exclusive-R': 0.19696991496980898}
 {'shared-R': 16.358764934147334, 'deadline': 93.43733816563777, 'period': 93.43733816563777, 'exclusive-R': 24.95744452133099}
 {'shared-R': 0.263546097299421, 'deadline': 2.2942861517560913, 'period': 2.2942861517560913, 'exclusive-R': 0.7079161575107197}
 {'shared-R': 4.230813505780658, 'deadline': 47.02498716056761, 'period': 47.02498716056761, 'exclusive-R': 13.751389804508358}
 {'shared-R': 3.002081121100803, 'deadline': 4.979928414345245, 'period': 4.979928414345245, 'exclusive-R': 0.6137373363758231}
 {'shared-R': 4.530194307567207, 'deadline': 16.068283176910604, 'period': 16.068283176910604, 'exclusive-R': 4.087251925737063}
 {'shared-R': 2.0424118958106865, 'deadline': 6.336532740086732, 'period': 6.336532740086732, 'exclusive-R': 1.4424982492800504}
 {'shared-R': 11.129742925371206, 'deadline': 19.605496269749487, 'period': 19.605496269749487, 'exclusive-R': 3.347111490010314}
 {'shared-R': 4.497653881376728, 'deadline': 8.270799975783534, 'period': 8.270799975783534, 'exclusive-R': 1.687168579173588}
 {'shared-R': 9.90737566914315, 'deadline': 68.2535920767942, 'period': 68.2535920767942, 'exclusive-R': 22.057296437830956}
 {'shared-R': 1.4313098939007516, 'deadline': 3.9250956850705316, 'period': 3.9250956850705316, 'exclusive-R': 0.9310982756975391}
 {'shared-R': 50.763330958866014, 'deadline': 89.4857997490052, 'period': 89.4857997490052, 'exclusive-R': 14.56424993670657}
 {'shared-R': 0.9714014883035864, 'deadline': 3.5899078682141496, 'period': 3.5899078682141496, 'exclusive-R': 1.0663893195986853}
 {'shared-R': 61.789032741669175, 'deadline': 80.71507066759445, 'period': 80.71507066759445, 'exclusive-R': 7.0406712278432}
 {'shared-R': 2.630134939223852, 'deadline': 3.0603006362921144, 'period': 3.0603006362921144, 'exclusive-R': 0.13214944109491455}
 {'shared-R': 23.814745710690367, 'deadline': 64.37810282385897, 'period': 64.37810282385897, 'exclusive-R': 15.960071316434954}
 {'shared-R': 1.4974145434776416, 'deadline': 1.6600296134825174, 'period': 1.6600296134825174, 'exclusive-R': 0.060234813423741}
 {'shared-R': 1.6051133252021927, 'deadline': 35.5384556804337, 'period': 35.5384556804337, 'exclusive-R': 13.445262984120486}
 {'shared-R': 5.07735896974339, 'deadline': 5.978730142718854, 'period': 5.978730142718854, 'exclusive-R': 0.3531241038892408}
 {'shared-R': 31.23516977160438, 'deadline': 49.451725531649444, 'period': 49.451725531649444, 'exclusive-R': 7.382724023154305}]
total utili:13.5
total utili+exclusive:19.563673512
[ {'shared-R': 0.331870308139398, 'deadline': 1.2283362771749697, 'period': 1.2283362771749697, 'exclusive-R': 0.3616364832650967}
 {'shared-R': 95.2309922473326, 'deadline': 98.76455750438474, 'period': 98.76455750438474, 'exclusive-R': 1.519462718779874}
 {'shared-R': 2.645227926249247, 'deadline': 7.2904337065857225, 'period': 7.2904337065857225, 'exclusive-R': 2.0126162002886554}
 {'shared-R': 70.49776638794005, 'deadline': 71.8320443847312, 'period': 71.8320443847312, 'exclusive-R': 0.5241068862711639}
 {'shared-R': 0.9968068833727854, 'deadline': 2.034202022917779, 'period': 2.034202022917779, 'exclusive-R': 0.4290305464146881}
 {'shared-R': 31.671649331805234, 'deadline': 51.36656832882089, 'period': 51.36656832882089, 'exclusive-R': 6.4645185112497625}
 {'shared-R': 1.2280886443225476, 'deadline': 2.7919540232260123, 'period': 2.7919540232260123, 'exclusive-R': 0.5029176597931243}
 {'shared-R': 0.7030677206429031, 'deadline': 66.106183044202, 'period': 66.106183044202, 'exclusive-R': 25.37804736216653}
 {'shared-R': 0.1688122974978307, 'deadline': 2.8512856024942033, 'period': 2.8512856024942033, 'exclusive-R': 1.0418102681622672}
 {'shared-R': 15.603481504270174, 'deadline': 78.53109099752926, 'period': 78.53109099752926, 'exclusive-R': 23.936928030995936}
 {'shared-R': 2.543510548103557, 'deadline': 3.333652226661024, 'period': 3.333652226661024, 'exclusive-R': 0.31904944893365134}
 {'shared-R': 1.4417147359935476, 'deadline': 74.59874059565706, 'period': 74.59874059565706, 'exclusive-R': 23.211496721668507}
 {'shared-R': 2.7473457041012677, 'deadline': 5.664160929864924, 'period': 5.664160929864924, 'exclusive-R': 1.1950552861235262}
 {'shared-R': 7.975886219138343, 'deadline': 80.33059116615462, 'period': 80.33059116615462, 'exclusive-R': 28.96459933131301}
 {'shared-R': 1.6170937293406744, 'deadline': 9.901467307503353, 'period': 9.901467307503353, 'exclusive-R': 3.2029162055034917}
 {'shared-R': 66.5936738274864, 'deadline': 83.46800473610712, 'period': 83.46800473610712, 'exclusive-R': 6.684608110553017}
 {'shared-R': 2.0905880415341276, 'deadline': 5.554989321505159, 'period': 5.554989321505159, 'exclusive-R': 1.1830966934968246}
 {'shared-R': 8.85670593751478, 'deadline': 21.04530827426713, 'period': 21.04530827426713, 'exclusive-R': 4.424125035210521}
 {'shared-R': 1.653898607035243, 'deadline': 2.685890569398131, 'period': 2.685890569398131, 'exclusive-R': 0.4074037096221682}
 {'shared-R': 0.5982535639733154, 'deadline': 54.41498730644657, 'period': 54.41498730644657, 'exclusive-R': 18.253087280089115}
 {'shared-R': 0.6038733637151538, 'deadline': 3.9021330344734353, 'period': 3.9021330344734353, 'exclusive-R': 1.303715679345187}
 {'shared-R': 13.880516984489315, 'deadline': 43.14304378742651, 'period': 43.14304378742651, 'exclusive-R': 9.380428097501579}
 {'shared-R': 8.059071063081236, 'deadline': 9.041000170805455, 'period': 9.041000170805455, 'exclusive-R': 0.37255086842705465}
 {'shared-R': 22.771465082937148, 'deadline': 26.15041119164582, 'period': 26.15041119164582, 'exclusive-R': 1.4265377727885662}
 {'shared-R': 1.5771422670175108, 'deadline': 9.085799038552752, 'period': 9.085799038552752, 'exclusive-R': 3.2069049993673504}
 {'shared-R': 77.82360108200962, 'deadline': 97.15094953772018, 'period': 97.15094953772018, 'exclusive-R': 8.615710563299611}
 {'shared-R': 5.748428988642136, 'deadline': 7.220861514175147, 'period': 7.220861514175147, 'exclusive-R': 0.4747409451092808}
 {'shared-R': 20.49632538414408, 'deadline': 39.658615156634355, 'period': 39.658615156634355, 'exclusive-R': 7.754571650427018}
 {'shared-R': 0.28597044756695067, 'deadline': 1.0560907285633743, 'period': 1.0560907285633743, 'exclusive-R': 0.3250637502471254}
 {'shared-R': 46.92817883103202, 'deadline': 84.16122684500125, 'period': 84.16122684500125, 'exclusive-R': 12.938728101506907}]
total utili:13.5
total utili+exclusive:19.7681774053
[ {'shared-R': 1.0025222063439554, 'deadline': 1.2054734729917582, 'period': 1.2054734729917582, 'exclusive-R': 0.07198371028543667}
 {'shared-R': 12.600723367413607, 'deadline': 80.76307963346675, 'period': 80.76307963346675, 'exclusive-R': 21.862754546187066}
 {'shared-R': 3.591655225134759, 'deadline': 3.678772959809136, 'period': 3.678772959809136, 'exclusive-R': 0.0382388898100079}
 {'shared-R': 4.169516524322568, 'deadline': 67.41631853969878, 'period': 67.41631853969878, 'exclusive-R': 26.097039300492035}
 {'shared-R': 3.4873795340733467, 'deadline': 6.678622825527867, 'period': 6.678622825527867, 'exclusive-R': 1.025328487666612}
 {'shared-R': 7.926758402720091, 'deadline': 17.623503101290428, 'period': 17.623503101290428, 'exclusive-R': 3.2659774262150303}
 {'shared-R': 2.465024529706699, 'deadline': 3.3928538285250647, 'period': 3.3928538285250647, 'exclusive-R': 0.3705556576534154}
 {'shared-R': 40.736774662883334, 'deadline': 49.89398322215275, 'period': 49.89398322215275, 'exclusive-R': 2.793308031489316}
 {'shared-R': 0.9734636534318517, 'deadline': 7.605830655324915, 'period': 7.605830655324915, 'exclusive-R': 2.8496234321559077}
 {'shared-R': 6.90442643460753, 'deadline': 11.0059897118933, 'period': 11.0059897118933, 'exclusive-R': 1.597240525048242}
 {'shared-R': 0.323781276865762, 'deadline': 7.7488190872744385, 'period': 7.7488190872744385, 'exclusive-R': 2.275168663387317}
 {'shared-R': 2.0929914586640765, 'deadline': 54.0624498844201, 'period': 54.0624498844201, 'exclusive-R': 20.232435113984202}
 {'shared-R': 9.283620510535709, 'deadline': 9.315844588181152, 'period': 9.315844588181152, 'exclusive-R': 0.014272659254099079}
 {'shared-R': 39.33987510512541, 'deadline': 52.7457865685582, 'period': 52.7457865685582, 'exclusive-R': 5.389663616174287}
 {'shared-R': 0.6760035414451608, 'deadline': 7.9364396455753425, 'period': 7.9364396455753425, 'exclusive-R': 2.545393772541415}
 {'shared-R': 26.852015764590217, 'deadline': 36.557890870888116, 'period': 36.557890870888116, 'exclusive-R': 3.3123993813644046}
 {'shared-R': 0.9019765540456524, 'deadline': 6.6150168976959165, 'period': 6.6150168976959165, 'exclusive-R': 2.0638640086811693}
 {'shared-R': 0.9392663875017347, 'deadline': 24.80803840102262, 'period': 24.80803840102262, 'exclusive-R': 8.185580481986026}
 {'shared-R': 1.0885555349035454, 'deadline': 3.0395369585144936, 'period': 3.0395369585144936, 'exclusive-R': 0.6510917572534272}
 {'shared-R': 36.94854377463971, 'deadline': 94.32891199263365, 'period': 94.32891199263365, 'exclusive-R': 22.407752525601637}
 {'shared-R': 1.7201051569139552, 'deadline': 3.5170652644250806, 'period': 3.5170652644250806, 'exclusive-R': 0.7605504473407535}
 {'shared-R': 21.582598119322483, 'deadline': 63.52038018910721, 'period': 63.52038018910721, 'exclusive-R': 16.509306420384014}
 {'shared-R': 1.7401768857300681, 'deadline': 4.041141563513701, 'period': 4.041141563513701, 'exclusive-R': 0.8589981393759043}
 {'shared-R': 28.329856424831295, 'deadline': 60.684685837254015, 'period': 60.684685837254015, 'exclusive-R': 11.519963344316423}
 {'shared-R': 2.1339345725595886, 'deadline': 4.18924534654429, 'period': 4.18924534654429, 'exclusive-R': 0.6811749468687701}
 {'shared-R': 19.374878528144574, 'deadline': 60.17225669746006, 'period': 60.17225669746006, 'exclusive-R': 15.020705344725396}
 {'shared-R': 4.327329829596634, 'deadline': 6.5491700286377785, 'period': 6.5491700286377785, 'exclusive-R': 0.7298442022903794}
 {'shared-R': 35.349765587701455, 'deadline': 65.93243948011802, 'period': 65.93243948011802, 'exclusive-R': 10.608735429669393}
 {'shared-R': 0.15592983109357536, 'deadline': 1.4214147557281642, 'period': 1.4214147557281642, 'exclusive-R': 0.43246638230554085}
 {'shared-R': 29.961657954921545, 'deadline': 38.75951766049339, 'period': 38.75951766049339, 'exclusive-R': 3.588932834548517}]
total utili:13.5
total utili+exclusive:19.4883228092
[ {'shared-R': 0.6851261067611322, 'deadline': 4.709271036077439, 'period': 4.709271036077439, 'exclusive-R': 1.4015020828864504}
 {'shared-R': 58.63947775048371, 'deadline': 99.55525228130232, 'period': 99.55525228130232, 'exclusive-R': 14.223406383102354}
 {'shared-R': 5.2640493119936895, 'deadline': 8.378076657187787, 'period': 8.378076657187787, 'exclusive-R': 1.2379426062819086}
 {'shared-R': 22.530687440426373, 'deadline': 89.84552150789987, 'period': 89.84552150789987, 'exclusive-R': 29.286682567556447}
 {'shared-R': 0.6890046047348984, 'deadline': 1.9523012997407128, 'period': 1.9523012997407128, 'exclusive-R': 0.3907102628314546}
 {'shared-R': 0.414853237626328, 'deadline': 26.271358954734676, 'period': 26.271358954734676, 'exclusive-R': 10.96735400758983}
 {'shared-R': 3.3670633689357268, 'deadline': 4.840232389167189, 'period': 4.840232389167189, 'exclusive-R': 0.45640239274945404}
 {'shared-R': 4.8299787707053685, 'deadline': 14.913436525969512, 'period': 14.913436525969512, 'exclusive-R': 3.4377156286417234}
 {'shared-R': 0.48785040670616536, 'deadline': 4.3365860740691415, 'period': 4.3365860740691415, 'exclusive-R': 1.4331456008754344}
 {'shared-R': 35.39376283675432, 'deadline': 86.84954858731135, 'period': 86.84954858731135, 'exclusive-R': 16.455141327197595}
 {'shared-R': 2.0002414069753263, 'deadline': 9.933143771594873, 'period': 9.933143771594873, 'exclusive-R': 3.4372043593747117}
 {'shared-R': 41.047222610864054, 'deadline': 56.183696558602364, 'period': 56.183696558602364, 'exclusive-R': 6.2079048122835605}
 {'shared-R': 4.541829370458677, 'deadline': 5.583249628719543, 'period': 5.583249628719543, 'exclusive-R': 0.3839618553051524}
 {'shared-R': 35.03113295450487, 'deadline': 52.25837996597214, 'period': 52.25837996597214, 'exclusive-R': 5.969264984272279}
 {'shared-R': 0.6859927623288012, 'deadline': 4.304936353812801, 'period': 4.304936353812801, 'exclusive-R': 1.4113369396519801}
 {'shared-R': 25.55232387578952, 'deadline': 68.78278848460496, 'period': 68.78278848460496, 'exclusive-R': 15.887738390077143}
 {'shared-R': 0.5603734529916401, 'deadline': 1.5453200286466524, 'period': 1.5453200286466524, 'exclusive-R': 0.367019722613667}
 {'shared-R': 37.35083155709087, 'deadline': 38.92411504085984, 'period': 38.92411504085984, 'exclusive-R': 0.6548628089612203}
 {'shared-R': 0.5071656758323778, 'deadline': 1.1160482667499854, 'period': 1.1160482667499854, 'exclusive-R': 0.1886887331476826}
 {'shared-R': 44.090901820005314, 'deadline': 82.5550747270346, 'period': 82.5550747270346, 'exclusive-R': 16.90776673472694}
 {'shared-R': 2.9958499408316928, 'deadline': 9.554591171287552, 'period': 9.554591171287552, 'exclusive-R': 2.9484186279297733}
 {'shared-R': 14.456968067672813, 'deadline': 37.03841508451359, 'period': 37.03841508451359, 'exclusive-R': 7.992066182548947}
 {'shared-R': 3.113758437598623, 'deadline': 4.104685988016117, 'period': 4.104685988016117, 'exclusive-R': 0.37288606893032084}
 {'shared-R': 3.192001028168483, 'deadline': 26.052206015522437, 'period': 26.052206015522437, 'exclusive-R': 9.878160723132938}
 {'shared-R': 1.2247617850442098, 'deadline': 2.2952451335298525, 'period': 2.2952451335298525, 'exclusive-R': 0.35139779151604444}
 {'shared-R': 11.36545032432605, 'deadline': 26.552480657645187, 'period': 26.552480657645187, 'exclusive-R': 6.564998590740378}
 {'shared-R': 1.0870907234767386, 'deadline': 2.5684333705507547, 'period': 2.5684333705507547, 'exclusive-R': 0.4754998903640106}
 {'shared-R': 0.6783566472095268, 'deadline': 13.30090099125535, 'period': 13.30090099125535, 'exclusive-R': 4.357753277132883}
 {'shared-R': 5.043010865905234, 'deadline': 6.05685289404455, 'period': 6.05685289404455, 'exclusive-R': 0.3274130804775499}
 {'shared-R': 20.50956067927886, 'deadline': 23.64645980569296, 'period': 23.64645980569296, 'exclusive-R': 0.9493062585578083}]
total utili:13.5
total utili+exclusive:19.7047786334
[ {'shared-R': 0.7145850784041, 'deadline': 5.102768604498044, 'period': 5.102768604498044, 'exclusive-R': 1.409895996007738}
 {'shared-R': 52.49169355708279, 'deadline': 75.57830647300503, 'period': 75.57830647300503, 'exclusive-R': 7.578516551752583}
 {'shared-R': 6.4525877616697995, 'deadline': 7.894891505703878, 'period': 7.894891505703878, 'exclusive-R': 0.6364499213460735}
 {'shared-R': 20.91178213935669, 'deadline': 37.203698093299565, 'period': 37.203698093299565, 'exclusive-R': 6.550832528593756}
 {'shared-R': 0.4417650004064846, 'deadline': 1.5481235145333412, 'period': 1.5481235145333412, 'exclusive-R': 0.3582506971406526}
